date_str,product_category,product_line,price_per_unit,competitor_price,units_sold,revenue,promotion_spend,market_share
2021-01-17,Dairy,Premium,44.5,44.4,1413,62878.5,3541.42,0.2692
2021-07-29,Beverages,Standard,18.12,17.3,5987,108484.44,40668.4,0.2425
2024-10-18,Snacks,Premium,25.05,21.37,2474,61973.7,0,0.2667
2024-07-10,Snacks,Standard,28.68,28.82,2109,60486.12,44829.65,0.0869
2023-02-26,Dairy,Standard,15.87,14.27,5994,95124.78,4212.44,0.23
2024-05-29,Dairy,Economy,3.64,4.17,25941,94425.24,0,0.2321
2022-01-22,Frozen Foods,Standard,29.96,33.68,1716,51411.36,0,0.1658
2022-05-09,Frozen Foods,Economy,27.74,28.71,2905,80584.7,0,0.3302
2021-09-28,Frozen Foods,Economy,20.39,21.23,5419,110493.41,23550.73,0.0719
2024-04-17,Beverages,Premium,13.64,11.78,7100,96844.0,39464.5,0.2386
2023-10-24,Frozen Foods,Standard,32.33,28.41,1970,63690.1,0,0.1332
2022-09-27,Beverages,Economy,41.64,49.59,1743,72578.52,16337.51,0.279
2024-08-23,Beverages,Standard,32.19,35.59,1361,43810.59,0,0.0759
2023-06-09,Beverages,Standard,28.52,24.79,2374,67706.48,0,0.1027
2021-01-26,Snacks,Economy,2.98,3.05,60973,181699.54,25861.14,0.1278
2023-02-01,Snacks,Economy,35.7,33.7,1883,67223.1,0,0.0588
2023-05-30,Dairy,Economy,5.21,5.73,14752,76857.92,0,0.1866
2023-01-08,Beverages,Standard,39.02,35.45,2230,87014.6,38666.45,0.2522
2021-08-25,Snacks,Economy,24.13,20.88,2281,55040.53,0,0.1915
2023-02-24,Snacks,Premium,42.07,48.39,1633,68700.31,0,0.2722
2023-05-09,Snacks,Standard,13.05,15.28,7811,101933.55,41299.85,0.0858
2024-10-10,Beverages,Premium,11.99,12.36,10253,122933.47,20046.24,0.3098
2022-09-29,Dairy,Premium,26.01,22.18,2696,70122.96,28190.34,0.2368
2023-08-09,Dairy,Economy,43.8,52.53,1414,61933.2,0,0.214
2022-05-18,Snacks,Premium,42.13,36.16,1412,59487.56,0,0.258
2021-01-20,Dairy,Premium,34.75,34.11,1483,51534.25,0,0.1116
2022-05-03,Frozen Foods,Standard,43.35,51.6,1142,49505.7,13991.26,0.1194
2023-12-01,Frozen Foods,Economy,40.56,40.98,1438,58325.28,0,0.2016
2024-07-29,Frozen Foods,Premium,27.66,24.11,1756,48570.96,0,0.1375
2022-10-08,Frozen Foods,Economy,37.86,36.5,1260,47703.6,0,0.3331
2021-10-06,Personal Care,Premium,9.1,8.26,9037,82236.7,0,0.2108
2022-03-02,Frozen Foods,Standard,22.19,25.48,3315,73559.85,40379.85,0.2614
2024-05-20,Beverages,Premium,38.03,36.69,1703,64765.09,12410.94,0.204
2024-10-18,Dairy,Standard,37.35,34.02,1852,69172.2,0,0.2168
2024-02-01,Snacks,Premium,22.14,25.05,4514,99939.96,597.85,0.3448
2021-09-25,Snacks,Standard,18.32,19.61,4045,74104.4,0,0.1276
2021-06-03,Beverages,Premium,10.9,11.73,5718,62326.2,0,0.3042
2022-11-11,Beverages,Premium,42.55,36.92,1237,52634.35,0,0.2673
2023-10-14,Beverages,Standard,31.54,28.72,2064,65098.56,9357.56,0.315
2021-03-12,Personal Care,Economy,28.72,30.92,2642,75878.24,0,0.1937
2021-06-29,Dairy,Standard,8.33,7.66,10907,90855.31,0,0.2392
2024-01-19,Beverages,Standard,35.73,34.86,1603,57275.19,0,0.3238
2023-10-26,Dairy,Standard,13.99,12.02,3928,54952.72,0,0.2932
2022-07-30,Beverages,Standard,25.0,27.96,3305,82625.0,0,0.08
2024-09-07,Snacks,Standard,25.18,28.38,2953,74356.54,0,0.3343
2024-03-25,Frozen Foods,Standard,42.25,50.57,1448,61178.0,11827.56,0.2714
2023-01-05,Personal Care,Premium,32.4,31.53,1442,46720.8,0,0.3345
2023-10-06,Personal Care,Standard,9.96,8.6,7577,75466.92,30083.14,0.1934
2022-11-11,Personal Care,Premium,36.77,35.64,2378,87439.06,40121.22,0.0679
2021-10-30,Personal Care,Economy,41.48,46.5,1620,67197.6,0,0.3382
2023-02-05,Frozen Foods,Economy,6.79,6.49,22228,150928.12,7875.19,0.2876
2023-09-25,Dairy,Premium,32.56,34.08,1950,63492.0,0,0.157
2024-09-25,Personal Care,Premium,18.58,20.57,3317,61629.86,8885.41,0.2606
2024-03-19,Frozen Foods,Economy,3.88,4.12,37135,144083.8,0,0.1163
2024-03-04,Beverages,Standard,8.48,9.42,10504,89073.92,49118.98,0.3156
2021-07-01,Dairy,Standard,2.98,2.75,37203,110864.94,0,0.2861
2021-01-03,Beverages,Standard,21.12,21.05,4923,103973.76,20700.96,0.1554
2023-02-08,Beverages,Standard,36.02,37.9,1337,48158.74,0,0.1854
2021-03-10,Dairy,Premium,16.05,18.99,5296,85000.8,8505.26,0.2696
2024-01-26,Beverages,Standard,27.75,29.55,1614,44788.5,0,0.3327
2021-12-04,Personal Care,Standard,9.18,8.13,13233,121478.94,9499.21,0.2666
2024-01-12,Dairy,Economy,14.46,13.49,7891,114103.86,28588.49,0.0961
2023-01-09,Beverages,Standard,6.22,7.08,15516,96509.52,0,0.0791
2022-02-28,Snacks,Economy,14.9,13.09,4463,66498.7,0,0.1692
2023-09-29,Dairy,Premium,29.78,29.35,2080,61942.4,19072.26,0.0634
2023-06-20,Frozen Foods,Standard,12.12,11.44,9074,109976.88,37611.76,0.0757
2022-12-06,Personal Care,Standard,43.75,46.22,1497,65493.75,0,0.2955
2023-05-08,Personal Care,Economy,39.34,39.98,1407,55351.38,0,0.0737
2021-03-13,Personal Care,Economy,40.77,46.08,1461,59564.97,0,0.0861
2023-07-09,Snacks,Premium,43.82,49.65,2005,87859.1,21168.74,0.1806
2024-07-08,Snacks,Economy,13.46,15.73,4260,57339.6,0,0.1664
2023-03-25,Personal Care,Standard,38.91,40.15,1024,39843.84,0,0.2601
2024-04-18,Personal Care,Standard,7.28,6.57,13432,97784.96,0,0.3394
2021-07-25,Beverages,Economy,35.63,40.08,1994,71046.22,0,0.3134
2022-06-25,Frozen Foods,Economy,23.14,24.6,2797,64722.58,13770.71,0.2326
2024-11-21,Frozen Foods,Premium,19.32,22.37,2625,50715.0,0,0.1926
2022-07-05,Dairy,Premium,16.86,19.01,6522,109960.92,42142.33,0.2555
2022-04-12,Snacks,Standard,43.9,44.12,1066,46797.4,0,0.175
2024-08-15,Beverages,Premium,21.27,24.88,3145,66894.15,0,0.205
2023-02-05,Beverages,Economy,36.14,31.55,1501,54246.14,0,0.2842
2023-12-10,Personal Care,Premium,9.88,11.42,7741,76481.08,2881.38,0.0652
2023-01-09,Snacks,Standard,18.15,18.38,5408,98155.2,46153.68,0.1226
2023-09-29,Personal Care,Standard,10.05,11.6,7656,76942.8,0,0.0991
2022-06-14,Beverages,Standard,3.67,3.18,36410,133624.7,0,0.1143
2022-03-30,Snacks,Economy,11.29,12.17,8816,99532.64,0,0.3401
2024-10-29,Beverages,Standard,41.24,44.4,946,39013.04,0,0.1257
2022-09-18,Dairy,Standard,40.56,46.57,1140,46238.4,0,0.1406
2023-12-03,Personal Care,Standard,27.34,23.31,2932,80160.88,0,0.3018
2024-02-24,Personal Care,Economy,14.51,15.81,4707,68298.57,0,0.1329
2022-10-28,Dairy,Standard,30.39,35.96,1623,49322.97,0,0.2052
2022-05-08,Beverages,Economy,19.67,18.92,4387,86292.29,1272.76,0.1387
2023-05-08,Frozen Foods,Standard,33.81,35.64,2067,69885.27,0,0.153
2024-12-31,Snacks,Economy,25.22,28.37,2807,70792.54,0,0.2022
2021-12-15,Personal Care,Premium,14.99,15.21,5680,85143.2,0,0.2177
2022-01-10,Dairy,Economy,6.3,6.14,13655,86026.5,0,0.2864
2022-11-10,Dairy,Standard,27.39,27.73,3087,84552.93,2683.85,0.2241
2024-06-25,Beverages,Standard,40.3,41.31,1285,51785.5,0,0.1395
2021-04-21,Snacks,Premium,44.67,43.33,1495,66781.65,0,0.346
2021-10-21,Dairy,Economy,10.17,8.93,9198,93543.66,49332.02,0.0674
2023-07-15,Dairy,Premium,34.85,31.68,1660,57851.0,0,0.2791
2021-06-30,Snacks,Economy,20.93,20.94,3198,66934.14,0,0.0514
2023-12-30,Snacks,Economy,18.36,15.7,3913,71842.68,41661.43,0.253
2024-07-07,Snacks,Premium,31.97,31.03,2461,78678.17,19177.52,0.1001
2021-04-04,Dairy,Standard,21.88,22.58,2938,64283.44,0,0.256
2021-10-02,Dairy,Standard,17.77,16.28,5017,89152.09,0,0.171
2022-04-13,Snacks,Economy,44.36,40.98,1181,52389.16,25231.68,0.2633
2021-03-18,Frozen Foods,Economy,13.37,13.87,7963,106465.31,49734.01,0.2461
2021-02-10,Beverages,Economy,7.42,7.46,17495,129812.9,12636.91,0.1116
2024-11-05,Beverages,Standard,20.39,18.05,3601,73424.39,0,0.2602
2023-05-08,Beverages,Economy,33.05,29.45,1833,60580.65,5313.19,0.1099
2022-06-23,Personal Care,Premium,17.71,17.59,6276,111147.96,27406.94,0.2565
2023-09-12,Dairy,Premium,2.62,2.84,58035,152051.7,0,0.2507
2021-11-02,Beverages,Economy,5.69,6.28,19156,108997.64,0,0.187
2022-08-30,Dairy,Standard,4.63,5.25,27919,129264.97,0,0.1581
2024-10-18,Dairy,Standard,33.89,29.93,1260,42701.4,0,0.3056
2024-09-20,Snacks,Standard,17.69,17.75,4951,87583.19,0,0.0779
2022-12-03,Snacks,Premium,19.53,23.18,5368,104837.04,19285.77,0.29
2024-08-21,Snacks,Premium,8.13,8.98,13376,108746.88,0,0.0811
2024-04-24,Frozen Foods,Economy,31.33,28.62,1720,53887.6,17929.95,0.2553
2021-09-25,Frozen Foods,Standard,7.3,7.26,14163,103389.9,13080.64,0.2614
2024-10-20,Personal Care,Economy,27.01,28.3,2564,69253.64,0,0.1515
2023-12-08,Personal Care,Premium,20.9,23.08,3567,74550.3,0,0.2424
2021-11-01,Personal Care,Economy,4.82,5.18,33115,159614.3,42442.28,0.3108
2021-06-03,Frozen Foods,Standard,12.74,15.15,8392,106914.08,11135.33,0.171
2022-04-27,Beverages,Standard,21.38,22.46,3507,74979.66,24922.81,0.3442
2024-08-31,Beverages,Premium,19.65,16.95,4208,82687.2,0,0.2875
2024-06-21,Dairy,Economy,26.4,28.49,2168,57235.2,0,0.2976
2022-04-02,Frozen Foods,Standard,26.31,28.07,2635,69326.85,0,0.2648
2021-08-22,Beverages,Economy,11.92,11.56,8619,102738.48,0,0.1376
2023-12-06,Dairy,Economy,7.02,8.17,16007,112369.14,0,0.2728
2023-04-19,Beverages,Standard,28.46,26.06,2034,57887.64,0,0.1871
2022-01-26,Dairy,Premium,34.68,30.04,1855,64331.4,0,0.087
2023-07-12,Frozen Foods,Economy,27.55,28.28,1593,43887.15,0,0.2709
2024-02-08,Frozen Foods,Economy,23.02,23.66,2310,53176.2,0,0.2236
2021-09-20,Beverages,Standard,30.44,32.33,2369,72112.36,44069.53,0.2327
2024-11-19,Snacks,Standard,19.41,18.83,3500,67935.0,40239.84,0.2308
2023-11-16,Dairy,Economy,25.78,24.75,2552,65790.56,0,0.1152
2022-03-06,Personal Care,Economy,14.85,14.42,6528,96940.8,0,0.245
2021-12-31,Personal Care,Economy,32.01,30.82,2305,73783.05,17611.89,0.2212
2024-09-28,Frozen Foods,Economy,34.28,39.23,2529,86694.12,42365.05,0.2068
2021-02-21,Frozen Foods,Premium,4.76,4.14,35854,170665.04,39276.61,0.255
2021-10-27,Beverages,Economy,35.84,33.02,1474,52828.16,0,0.1858
2024-06-15,Personal Care,Premium,34.05,35.63,2539,86452.95,39215.36,0.1363
2024-09-22,Beverages,Standard,18.97,22.48,3270,62031.9,0,0.2156
2021-01-27,Dairy,Premium,28.87,32.43,2557,73820.59,0,0.3234
2024-12-14,Dairy,Economy,25.73,27.3,3169,81538.37,0,0.1383
2021-12-30,Beverages,Premium,43.41,48.07,1362,59124.42,2031.71,0.1293
2021-11-26,Personal Care,Standard,2.74,2.78,33001,90422.74,0,0.3286
2024-05-07,Beverages,Economy,28.66,31.0,2248,64427.68,0,0.1574
2024-12-20,Dairy,Economy,11.85,10.84,8062,95534.7,25257.02,0.2111
2021-07-08,Dairy,Premium,40.04,43.33,2215,88688.6,14678.72,0.2355
2023-08-31,Personal Care,Economy,2.87,3.11,53334,153068.58,0,0.2341
2024-06-26,Snacks,Premium,31.51,30.32,2413,76033.63,0,0.1658
2024-01-12,Dairy,Premium,41.23,46.91,1624,66957.52,40140.84,0.0632
2024-08-27,Snacks,Standard,24.34,28.77,3406,82902.04,47813.81,0.0522
2021-05-15,Snacks,Economy,29.25,27.04,2521,73739.25,0,0.1117
2024-12-10,Frozen Foods,Economy,37.21,32.57,1096,40782.16,0,0.2651
2021-03-19,Beverages,Premium,4.81,5.43,22919,110240.39,0,0.1183
2022-06-14,Frozen Foods,Standard,21.67,21.49,2986,64706.62,19475.09,0.0518
2024-06-20,Beverages,Economy,27.39,30.0,2181,59737.59,46402.39,0.2861
2022-09-10,Personal Care,Premium,14.46,16.98,4709,68092.14,41106.12,0.0969
2022-03-27,Snacks,Economy,19.12,21.59,4654,88984.48,0,0.0932
